 ;Baden-Wuerttemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thueringen
15.12.2020;99;41;25;16;1;3;79;2;27;126;33;6;0;15;2;25
16.12.2020;104;227;53;40;1;10;72;2;28;171;48;0;153;13;6;24
17.12.2020;12;146;30;65;3;9;58;7;41;141;43;12;68;16;14;33
18.12.2020;155;174;30;18;2;14;40;2;53;148;21;13;90;20;4;29
19.12.2020;97;83;26;12;2;14;81;3;29;102;41;11;119;38;3;41
20.12.2020;47;89;16;12;1;17;36;3;31;32;15;3;84;8;2;13
21.12.2020;30;37;5;11;3;2;26;2;12;36;6;8;36;8;0;4
22.12.2020;132;110;18;36;1;2;53;2;36;180;28;9;63;7;9;45
23.12.2020;166;164;42;20;3;12;96;6;18;183;47;8;94;59;15;29
24.12.2020;64;103;39;39;2;10;35;7;51;170;61;10;153;20;4;34
25.12.2020;16;45;11;10;0;9;65;0;21;57;15;12;96;22;3;14
26.12.2020;53;36;2;8;1;4;27;5;10;53;16;7;24;2;4;14
27.12.2020;38;63;10;10;4;2;61;3;4;76;28;0;24;7;7;9
28.12.2020;48;52;21;7;1;3;27;1;14;102;15;6;27;6;10;8
29.12.2020;101;133;23;26;3;9;71;9;49;161;56;0;105;17;18;71
30.12.2020;108;151;41;70;5;16;129;9;57;224;50;9;165;28;17;50
31.12.2020;94;167;34;53;3;18;134;10;59;101;50;11;136;42;14;38
01.01.2021;51;49;24;39;2;21;42;1;36;79;13;1;127;49;2;17
02.01.2021;54;46;6;6;5;5;30;1;13;70;18;7;36;15;9;15
03.01.2021;31;57;8;11;1;3;45;4;12;50;7;1;51;21;7;3
04.01.2021;22;57;20;15;2;0;29;2;13;69;10;4;25;7;3;24
05.01.2021;105;238;22;7;4;10;104;10;60;190;55;10;34;10;29;56
06.01.2021;128;97;63;68;1;24;116;11;21;236;51;12;90;21;22;58
07.01.2021;27;164;55;60;0;30;67;15;84;261;50;16;124;52;17;48
08.01.2021;130;232;42;78;4;38;71;11;52;199;54;14;188;28;6;41
09.01.2021;127;130;60;60;6;29;112;9;55;160;54;32;167;27;14;41
10.01.2021;66;89;13;0;3;25;22;4;16;76;22;11;83;0;11;24
11.01.2021;45;38;5;5;1;3;30;3;11;36;18;3;66;38;9;32
12.01.2021;90;140;26;49;2;0;75;12;46;203;58;12;66;42;15;55
13.01.2021;93;163;44;26;1;31;128;6;56;221;32;11;127;37;25;59
14.01.2021;116;183;76;108;1;14;64;8;51;183;49;22;260;57;15;37
15.01.2021;104;114;44;58;0;17;63;14;38;253;58;11;211;62;15;51
16.01.2021;72;126;45;22;3;13;64;14;73;195;58;7;188;21;24;55
17.01.2021;21;51;23;46;1;9;29;2;24;58;13;2;97;44;3;22
18.01.2021;40;7;10;10;1;2;28;10;6;32;0;3;25;33;1;6
19.01.2021;108;232;27;62;5;11;108;2;51;183;56;17;52;15;23;37
20.01.2021;105;177;58;71;2;18;118;14;83;167;41;4;151;66;16;57
21.01.2021;95;176;39;67;1;15;67;16;61;162;42;13;126;42;16;75
22.01.2021;95;138;39;44;8;12;61;4;71;138;29;9;84;44;18;65
23.01.2021;71;163;25;47;2;14;44;11;45;122;47;27;153;64;16;28
24.01.2021;33;59;18;12;1;11;26;8;19;46;16;5;52;28;3;12
25.01.2021;15;29;1;31;2;1;24;6;12;31;8;3;8;12;11;23
26.01.2021;95;102;27;89;2;2;82;15;55;189;43;7;69;56;14;56
27.01.2021;75;170;44;78;2;13;83;15;59;140;50;8;121;63;25;36
28.01.2021;68;173;53;55;2;26;99;10;64;156;37;7;82;48;21;40
29.01.2021;85;113;34;32;6;8;57;14;35;140;33;9;151;49;19;54
30.01.2021;57;115;40;70;1;29;53;20;64;120;0;11;101;52;19;42
31.01.2021;26;35;30;19;2;5;26;5;25;67;65;5;34;7;24;24
01.02.2021;24;15;10;9;0;2;30;3;7;40;16;1;1;0;11;6
02.02.2021;118;102;17;70;5;1;84;23;39;149;42;6;78;61;29;37
03.02.2021;46;271;33;88;5;0;63;6;38;176;45;9;102;36;27;30
04.02.2021;48;128;48;58;5;23;61;26;50;110;30;8;91;51;23;26
05.02.2021;66;128;44;32;2;23;64;14;97;127;37;6;99;62;18;36
06.02.2021;62;73;34;83;1;20;34;22;41;111;35;9;80;34;21;29
07.02.2021;19;30;13;7;0;3;17;2;31;43;7;8;24;14;6;7
08.02.2021;4;20;4;1;4;2;17;8;15;25;5;3;31;8;4;7
09.02.2021;83;80;15;38;3;3;47;27;39;30;32;1;22;12;22;27
10.02.2021;43;145;21;48;8;10;67;17;47;201;36;8;79;20;24;39
11.02.2021;40;99;44;33;4;9;66;7;34;99;26;8;104;40;21;32
12.02.2021;83;77;23;11;1;11;36;11;57;68;20;2;45;18;18;75
13.02.2021;42;98;24;23;1;10;36;12;39;101;27;9;62;22;18;27
14.02.2021;24;34;6;7;3;8;14;2;24;32;4;3;21;19;7;10
15.02.2021;11;13;4;5;2;0;12;6;9;22;2;0;8;5;5;12
16.02.2021;53;81;11;25;2;1;45;11;36;94;28;10;55;26;24;26
17.02.2021;32;76;25;30;2;5;48;12;27;130;21;3;56;30;22;41
18.02.2021;19;96;26;24;1;4;45;7;69;82;17;5;48;51;13;27
19.02.2021;39;97;32;19;0;4;35;16;32;96;17;5;57;32;7;20
20.02.2021;31;57;18;14;4;6;9;5;75;75;27;8;92;32;8;29
21.02.2021;13;13;7;5;5;7;22;4;12;26;0;0;14;7;0;10
22.02.2021;1;11;1;2;1;0;8;3;8;12;4;0;3;1;6;1
23.02.2021;26;53;12;24;0;1;42;13;38;87;27;3;34;14;19;22
24.02.2021;19;57;26;10;2;11;37;9;62;80;11;1;35;32;15;15
25.02.2021;20;48;14;9;0;16;24;5;26;75;31;5;45;19;17;31
26.02.2021;37;48;17;20;4;6;26;8;40;83;8;8;39;23;10;17
27.02.2021;17;34;16;15;4;6;14;9;17;70;19;1;94;25;8;20
28.02.2021;9;18;4;4;2;7;9;3;9;16;3;3;48;8;2;12
01.03.2021;6;7;0;2;2;2;1;0;2;15;3;1;5;7;2;5
02.03.2021;28;41;7;26;1;6;18;6;28;82;16;2;57;4;20;16
03.03.2021;50;66;25;25;4;9;34;7;37;54;13;4;44;21;4;21
04.03.2021;35;63;12;15;4;9;17;5;28;69;9;5;48;16;8;16
05.03.2021;29;25;12;3;5;5;22;9;19;46;18;6;31;17;4;13
06.03.2021;35;39;15;18;9;5;14;7;27;53;9;3;43;7;4;12
07.03.2021;13;11;3;1;2;6;5;1;8;14;1;1;3;13;7;2
08.03.2021;8;8;2;0;0;0;9;1;3;3;1;0;0;1;1;2
09.03.2021;21;38;1;9;2;0;18;9;19;66;6;2;14;16;7;27
10.03.2021;23;24;7;20;2;0;21;5;45;40;9;10;38;12;10;34
11.03.2021;30;40;16;9;5;2;16;3;35;78;9;1;33;12;10;22
12.03.2021;33;39;10;8;3;10;12;8;10;41;8;0;26;19;9;16
